PurchaseAmountUSD,NumberofEngagements,SubscriptionDuration,
0.00,4,92,
119.00,5,376,
0.00,14,92,
48.68,8,182,
208.95,16,28794,
0.00,19,366,
0.00,7,30,
0.00,14,29096,
70.06,29,366,
0.00,3,368,
0.00,3,367,
199.00,31,28805,
0.00,7,92,
0.00,19,92,
35.97,12,92,
0.00,49,91,
0.00,20,549,
0.00,9,182,
35.97,3,136,
49.49,1,28982,
0.00,4,365,
0.00,16,344,
0.00,14,368,
79.00,5,275,
0.00,11,91,
17.15,1,92,
0.00,10,365,
201.76,1,28767,
19.95,1,90,
0.00,10,92,
0.00,7,91,
0.00,1,59,
75.48,4,371,
189.00,11,28805,
0.00,7,364,
0.00,37,95,
79.00,54,92,
0.00,10,288,
35.97,42,182,
0.00,4,89,
0.00,46,295,
199.00,8,28787,
0.00,3,90,
0.00,12,28776,
42.29,1,122,
219.10,11,28804,
41.93,12,91,
65.94,1,182,
10.45,1,731,
0.00,7,365,
35.97,1,92,
95.88,22,366,
0.00,9,92,
39.00,33,90,
70.29,23,190,
0.00,2,365,
0.00,19,92,
15.25,8,731,
0.00,12,584,
0.00,2,731,
0.00,10,90,
0.00,4,274,
0.00,14,368,
38.40,12,90,
15.25,1,85,
0.00,32,317,
0.00,14,33,
61.75,8,94,
79.00,20,279,
79.00,24,184,
0.00,7,374,
0.00,3,273,
0.00,17,366,
189.00,7,28800,
0.00,9,302,
0.00,3,181,
200.34,12,29252,
0.00,14,365,
0.00,44,366,
209.20,7,28961,
0.00,22,181,
215.92,12,28767,
0.00,26,91,
0.00,18,365,
9.54,56,731,
0.00,11,288,
0.00,4,92,
0.00,3,368,
0.00,36,92,
0.00,29,182,
0.00,10,91,
0.00,15,368,
0.00,21,633,
0.00,6,184,
0.00,14,366,
0.00,16,28887,
0.00,12,181,
0.00,11,85,
0.00,2,181,
0.00,18,92,
0.00,15,368,
376.83,25,28781,
0.00,20,369,
0.00,15,92,
119.00,7,366,
95.88,9,365,
205.77,11,28805,
0.00,7,31,
0.00,24,90,
0.00,3,365,
152.39,13,731,
0.00,20,308,
0.00,16,183,
173.93,11,365,
41.73,26,95,
0.00,1,28767,
35.97,1,181,
0.00,2,181,
201.00,12,29207,
199.00,11,28771,
70.29,9,183,
0.00,13,368,
0.00,1,184,
215.67,1,28768,
0.00,9,365,
79.00,2,230,
39.00,8,122,
0.00,32,458,
0.00,12,365,
69.90,27,183,
65.94,13,366,
0.00,2,108,
0.00,26,365,
199.00,10,28766,
35.97,10,92,
26.08,1,365,
0.00,71,275,
0.00,36,184,
65.94,3,182,
0.00,7,89,
0.00,1,92,
0.00,6,92,
0.00,8,296,
0.00,9,368,
0.00,13,92,
0.00,26,92,
0.00,22,731,
100.19,5,368,
0.00,26,323,
35.97,12,93,
199.00,9,29250,
0.00,9,365,
189.00,30,28795,
13.65,21,184,
0.00,5,226,
0.00,29,456,
0.00,2,273,
0.00,1,28765,
0.00,18,368,
119.00,29,731,
0.00,20,92,
0.00,5,456,
0.00,10,365,
0.00,3,316,
35.97,15,369,
0.00,33,365,
0.00,11,731,
0.00,8,61,
65.94,1,366,
0.00,7,366,
0.00,7,28770,
0.00,21,93,
0.00,4,92,
0.00,10,89,
0.00,4,303,
0.00,4,28775,
0.00,1,181,
95.88,1,365,
0.00,2,92,
0.00,4,366,
0.00,7,28787,
0.00,29,183,
0.00,1,89,
39.00,14,114,
0.00,26,28770,
0.00,18,28804,
27.58,1,212,
45.05,10,366,
0.00,14,365,
0.00,8,90,
0.00,10,368,
0.00,4,548,
0.00,27,194,
0.00,1,639,
189.00,20,28799,
41.46,24,94,
199.00,3,28774,
0.00,13,92,
0.00,14,28793,
206.01,22,28799,
0.00,23,366,
32.16,3,91,
0.00,2,366,
0.00,1,273,
79.00,8,456,
119.00,1,365,
0.00,3,92,
132.72,6,730,
0.00,19,457,
0.00,11,92,
0.00,13,91,
0.00,18,31,
0.00,9,92,
0.00,29,92,
217.69,1,28777,
189.00,7,28803,
52.43,12,28984,
119.00,9,365,
119.00,9,547,
0.00,45,365,
35.97,1,274,
210.54,11,28800,
199.00,18,28768,
44.60,6,92,
0.00,10,365,
0.00,39,28842,
79.00,22,190,
19.95,3,63,
35.97,10,472,
58.41,1,184,
212.13,1,28775,
65.94,7,184,
0.00,13,365,
75.48,13,92,
0.00,16,29055,
0.00,2,365,
199.00,8,28776,
0.00,39,366,
199.00,23,28892,
209.20,11,28767,
212.43,1,28778,
35.97,1,547,
0.00,3,92,
79.00,6,187,
0.00,2,91,
0.00,15,365,
79.00,8,184,
0.00,3,557,
119.00,17,366,
13.91,16,365,
0.00,22,731,
49.15,1,92,
31.51,26,182,
0.00,9,63,
0.00,2,181,
212.13,10,28773,
143.76,1,731,
0.00,1,344,
206.75,10,35,
0.00,13,91,
0.00,64,28828,
0.00,10,28788,
170.10,23,28800,
0.00,7,365,
0.00,12,92,
189.00,3,28805,
10.45,10,731,
19.95,10,130,
0.00,10,92,
0.00,1,365,
200.53,6,28803,
199.00,1,28793,
0.00,8,368,
0.00,10,365,
0.00,4,92,
26.90,27,215,
0.00,10,91,
0.00,5,92,
0.00,14,182,
0.00,5,317,
79.00,8,184,
35.97,6,458,
0.00,1,91,
0.00,17,366,
0.00,4,365,
0.00,4,731,
71.28,52,366,
0.00,22,365,
0.00,16,184,
79.00,3,184,
0.00,14,365,
0.00,10,184,
0.00,7,120,
17.15,1,89,
0.00,13,91,
0.00,9,245,
0.00,15,367,
0.00,11,184,
15.12,10,731,
189.00,9,28805,
0.00,10,151,
199.00,8,28774,
0.00,10,182,
179.00,14,731,
0.00,33,274,
35.97,16,188,
0.00,19,731,
0.00,21,366,
35.97,18,96,
199.00,1,28781,
39.00,1,91,
13.91,14,365,
327.08,10,28766,
0.00,7,28788,
0.00,66,365,
205.30,6,28805,
0.00,17,28768,
0.00,18,365,
39.50,10,92,
79.00,19,186,
199.00,7,28770,
0.00,11,89,
0.00,13,28786,
0.00,24,92,
35.97,15,94,
189.00,1,28796,
0.00,15,89,
42.46,8,95,
199.00,1,28801,
67.30,7,187,
35.97,1,458,
0.00,18,273,
0.00,3,547,
75.81,1,92,
0.00,4,295,
214.72,6,28781,
199.00,6,28800,
0.00,14,366,
199.00,4,28765,
0.00,3,368,
0.00,15,29236,
199.00,16,28788,
199.00,22,28779,
209.75,15,28791,
79.00,7,365,
0.00,6,181,
199.00,4,28789,
0.00,1,368,
37.91,48,92,
0.00,1,29105,
0.00,8,28766,
14.87,3,731,
10.45,13,731,
0.00,16,182,
65.94,41,203,
0.00,1,277,
0.00,1,212,
0.00,13,30,
0.00,23,92,
0.00,17,288,
19.99,16,61,
0.00,44,352,
197.91,21,28802,
0.00,18,184,
0.00,7,368,
0.00,10,92,
0.00,1,122,
53.60,7,108,
0.00,3,92,
0.00,8,368,
0.00,8,368,
0.00,30,366,
0.00,1,91,
0.00,1,368,
22.63,54,214,
38.13,28,114,
0.00,9,366,
0.00,3,91,
0.00,5,323,
208.95,1,28791,
0.00,11,331,
95.88,7,365,
207.43,5,28796,
0.00,5,371,
0.00,4,366,
0.00,1,365,
0.00,16,322,
0.00,43,28781,
71.79,7,184,
39.00,1,91,
39.00,1,91,
9.54,20,731,
0.00,5,184,
199.00,10,28769,
53.60,13,287,
0.00,11,184,
0.00,16,28774,
22.83,1,365,
0.00,6,365,
0.00,5,184,
0.00,34,181,
0.00,6,368,
0.00,21,90,
0.00,4,368,
14.22,9,427,
0.00,20,337,
189.00,8,28802,
13.65,1,122,
0.00,22,365,
0.00,8,92,
10.45,14,731,
71.79,4,183,
0.00,14,323,
0.00,18,28795,
0.00,7,366,
0.00,18,28771,
65.94,12,184,
0.00,13,274,
15.25,1,65,
0.00,15,365,
40.95,18,95,
0.00,1,92,
107.88,1,366,
10.45,18,731,
210.94,36,28789,
0.00,5,92,
199.00,19,28773,
199.00,1,28773,
199.00,7,28772,
0.00,6,365,
0.00,4,365,
0.00,7,365,
0.00,10,289,
0.00,19,28772,
0.00,3,28765,
211.74,7,28791,
79.00,3,184,
0.00,8,282,
0.00,22,64,
0.00,12,29219,
179.00,7,731,
0.00,23,316,
0.00,5,183,
0.00,4,92,
79.00,19,275,
173.93,20,365,
0.00,1,365,
95.88,1,366,
35.97,1,92,
19.99,6,30,
0.00,30,29237,
33.40,11,181,
201.29,25,28805,
199.00,11,28791,
79.00,23,110,
38.49,20,95,
199.00,15,28774,
0.00,2,95,
0.00,12,92,
0.00,18,90,
0.00,1,458,
0.00,1,183,
239.46,1,28770,
0.00,1,365,
0.00,1,31,
0.00,14,365,
35.97,8,415,
201.47,2,28803,
0.00,5,181,
143.76,17,731,
0.00,4,183,
0.00,4,365,
143.76,6,730,
0.00,2,365,
187.78,8,28772,
73.66,22,370,
79.00,1,217,
0.00,1,106,
215.67,4,28780,
0.00,1,28774,
0.00,14,368,
35.97,33,95,
53.60,14,90,
35.97,10,547,
0.00,9,365,
13.91,7,365,
67.30,1,184,
35.97,16,92,
35.97,1,92,
0.00,20,184,
0.00,11,289,
35.97,26,92,
9.54,16,731,
0.00,5,92,
0.00,1,91,
35.97,3,90,
79.00,4,184,
0.00,13,317,
35.97,4,192,
0.00,9,365,
0.00,1,365,
0.00,15,102,
0.00,21,411,
0.00,17,350,
0.00,8,28766,
0.00,1,368,
79.00,1,183,
0.00,7,323,
0.00,19,92,
189.00,1,28803,
0.00,19,207,
42.63,5,95,
189.00,13,28797,
0.00,1,89,
9.54,6,731,
0.00,21,91,
0.00,1,182,
0.00,7,338,
51.46,6,184,
0.00,28,365,
0.00,4,92,
35.97,1,182,
75.81,60,92,
0.00,1,92,
143.76,1,731,
0.00,1,89,
0.00,28,302,
0.00,23,89,
325.54,1,28803,
0.00,1,91,
0.00,19,28771,
199.21,5,28799,
0.00,4,31,
0.00,2,323,
199.00,1,28775,
212.13,2,28771,
0.00,4,365,
35.97,31,98,
9.54,5,731,
0.00,15,92,
0.00,5,181,
15.25,2,395,
0.00,11,317,
0.00,12,92,
0.00,2,95,
0.00,22,295,
0.00,7,92,
0.00,1,393,
33.99,10,182,
13.65,1,243,
0.00,4,102,
0.00,2,365,
0.00,1,91,
0.00,8,369,
0.00,33,92,
0.00,16,282,
0.00,28,365,
0.00,9,368,
0.00,9,175,
213.93,16,28774,
79.00,10,29221,
0.00,2,216,
0.00,49,366,
39.16,5,98,
79.00,1,275,
17.15,1,92,
42.80,38,145,
35.97,14,369,
0.00,4,365,
79.00,14,273,
0.00,7,182,
0.00,14,92,
199.00,1,28771,
0.00,4,190,
35.97,9,92,
199.00,17,28780,
79.00,21,195,
39.00,10,95,
35.97,3,640,
0.00,5,181,
0.00,9,365,
199.00,1,28787,
0.00,11,547,
0.00,3,92,
0.00,16,365,
0.00,33,92,
0.00,22,368,
0.00,19,99,
0.00,1,76,
0.00,69,77,
0.00,14,731,
0.00,41,92,
35.97,9,181,
49.15,9,186,
0.00,6,191,
199.00,18,28770,
0.00,53,100,
0.00,6,324,
35.97,14,90,
0.00,10,29085,
0.00,29,357,
15.25,1,107,
189.00,24,28793,
35.97,27,547,
0.00,21,91,
199.00,1,28781,
35.97,14,95,
0.00,9,46,
35.97,20,96,
119.00,15,366,
0.00,2,90,
212.43,11,28777,
35.97,27,369,
18.08,8,525,
0.00,1,89,
0.00,13,91,
0.00,6,343,
39.16,13,92,
0.00,11,181,
0.00,18,92,
0.00,9,323,
35.97,1,182,
65.94,3,184,
0.00,6,377,
119.00,11,549,
179.00,6,28841,
37.05,7,92,
0.00,17,365,
0.00,43,185,
35.97,19,91,
217.41,1,28776,
0.00,10,194,
0.00,12,366,
199.00,1,28772,
0.00,5,368,
17.15,1,90,
0.00,17,365,
124.77,1,184,
0.00,14,309,
0.00,2,365,
99.00,26,39,
0.00,26,96,
0.00,7,426,
38.34,1,92,
35.97,1,182,
0.00,1,368,
114.09,8,182,
0.00,6,184,
261.44,10,730,
35.97,5,90,
0.00,20,92,
0.00,10,28781,
37.54,20,182,
79.00,14,186,
119.00,1,366,
119.00,1,366,
39.00,11,91,
67.30,3,197,
0.00,4,183,
199.00,2,28770,
0.00,6,181,
0.00,6,181,
0.00,4,91,
0.00,22,274,
35.97,11,95,
8.41,11,455,
199.00,8,28808,
0.00,11,302,
0.00,15,28780,
17.15,1,90,
0.00,14,92,
179.00,13,28870,
35.97,17,91,
0.00,11,310,
0.00,11,181,
38.85,31,92,
199.00,4,28779,
79.00,6,98,
0.00,5,365,
199.00,4,28767,
0.00,21,365,
9.54,1,29307,
0.00,37,350,
0.00,12,330,
38.40,1,92,
38.34,4,92,
39.00,3,105,
0.00,8,91,
0.00,13,28772,
0.00,17,28765,
0.00,11,181,
0.00,15,91,
0.00,15,275,
109.00,1,182,
35.97,18,182,
199.00,32,28770,
0.00,32,91,
0.00,4,365,
0.00,11,337,
200.81,5,28794,
0.00,4,92,
0.00,9,182,
0.00,28,182,
0.00,19,368,
0.00,20,29310,
0.00,4,273,
199.00,15,28785,
214.52,12,28779,
189.00,20,28805,
95.88,1,366,
0.00,30,182,
37.05,7,92,
79.00,16,183,
0.00,27,176,
199.00,12,28768,
0.00,17,368,
0.00,13,184,
35.97,1,91,
187.78,16,28770,
0.00,12,365,
0.00,1,365,
0.00,17,365,
0.00,21,28772,
59.00,9,468,
0.00,1,93,
0.00,20,365,
0.00,5,337,
327.08,13,28783,
35.97,1,366,
0.00,18,366,
0.00,9,288,
215.17,1,28799,
35.97,12,366,
0.00,19,184,
0.00,31,92,
189.00,14,28796,
0.00,28,366,
35.97,3,90,
143.76,2,731,
95.88,8,365,
0.00,20,91,
0.00,17,91,
0.00,1,368,
205.77,11,28799,
15.25,25,370,
0.00,30,273,
0.00,1,365,
0.00,16,317,
41.00,31,91,
79.00,1,273,
217.51,11,28787,
10.45,1,735,
0.00,13,277,
0.00,1,59,
39.16,1,92,
0.00,4,28765,
0.00,1,365,
74.36,1,91,
0.00,7,366,
173.93,25,365,
0.00,1,93,
35.97,1,576,
0.00,3,368,
0.00,1,89,
199.00,13,28788,
189.00,5,28791,
199.00,1,28765,
0.00,14,92,
0.00,8,183,
0.00,4,366,
0.00,15,92,
0.00,14,365,
0.00,14,92,
0.00,1,90,
216.66,12,28778,
0.00,23,91,
0.00,5,92,
0.00,1,365,
35.97,1,95,
0.00,13,183,
0.00,11,731,
0.00,16,182,
35.97,1,182,
0.00,30,1096,
79.00,7,365,
0.00,9,365,
0.00,1,323,
0.00,1,89,
38.85,45,93,
0.00,2,181,
19.99,8,37,
0.00,14,28774,
96.03,1,731,
200.81,3,28788,
0.00,4,330,
0.00,15,308,
49.15,18,186,
26.80,30,91,
0.00,16,28781,
0.00,17,91,
61.75,1,92,
0.00,8,295,
0.00,5,365,
77.79,14,93,
0.00,3,368,
39.16,39,92,
0.00,11,92,
0.00,16,368,
79.00,25,192,
0.00,1,89,
35.97,26,92,
0.00,3,394,
0.00,1,366,
0.00,2,92,
119.00,5,365,
189.00,6,28801,
79.00,1,91,
0.00,3,89,
199.00,12,28787,
0.00,21,366,
0.00,2,92,
0.00,11,274,
0.00,4,182,
35.97,5,548,
0.00,2,186,
0.00,1,29237,
0.00,1,366,
0.00,11,182,
0.00,3,92,
26.80,7,92,
39.00,32,97,
100.00,33,366,
0.00,13,274,
0.00,1,387,
0.00,8,368,
0.00,3,371,
0.00,10,92,
0.00,2,365,
199.00,12,28768,
0.00,33,28853,
0.00,16,368,
179.00,1,731,
53.60,1,92,
0.00,29,91,
79.00,1,273,
119.00,5,550,
95.88,1,366,
0.00,14,365,
38.22,2,92,
0.00,21,330,
36.33,9,92,
0.00,14,91,
0.00,12,92,
0.00,47,92,
0.00,1,365,
0.00,1,458,
102.59,21,365,
0.00,1,181,
217.69,1,28781,
0.00,25,91,
0.00,13,365,
199.00,1,28776,
35.97,7,547,
0.00,16,365,
0.00,2,365,
0.00,4,365,
0.00,8,365,
0.00,52,324,
189.00,17,28794,
79.00,4,184,
35.97,1,366,
143.76,39,731,
0.00,20,92,
189.00,21,28884,
0.00,24,184,
212.93,7,28787,
65.94,9,184,
0.00,15,369,
36.33,3,95,
0.00,8,90,
0.00,5,28773,
0.00,9,338,
13.65,5,154,
0.00,12,92,
199.00,8,28862,
0.00,15,639,
0.00,1,91,
0.00,21,28792,
199.21,13,28799,
0.00,20,331,
79.00,3,276,
0.00,16,91,
201.47,2,28801,
0.00,1,368,
0.00,3,90,
0.00,24,90,
179.00,13,737,
39.07,15,90,
119.00,25,549,
211.44,9,28768,
0.00,5,345,
0.00,1,182,
37.91,1,92,
0.00,10,275,
0.00,30,547,
0.00,14,91,
199.00,1,28766,
100.19,34,365,
0.00,22,183,
0.00,22,92,
0.00,32,94,
0.00,7,365,
0.00,16,365,
0.00,3,548,
199.00,4,28778,
0.00,3,181,
0.00,1,366,
119.00,20,365,
189.00,6,28800,
199.00,11,28766,
0.00,22,296,
0.00,14,365,
0.00,9,366,
0.00,8,92,
35.97,1,92,
0.00,13,28765,
198.00,1,182,
206.75,20,528,
0.00,24,295,
35.97,19,97,
199.00,20,28783,
0.00,5,365,
119.00,35,547,
199.00,1,28790,
189.00,12,28803,
0.00,23,426,
0.00,13,89,
105.87,6,395,
0.00,3,295,
0.00,3,92,
0.00,20,28790,
0.00,12,365,
0.00,4,369,
0.00,15,92,
0.00,11,29234,
38.49,1,90,
0.00,26,92,
0.00,6,302,
0.00,4,92,
0.00,2,183,
0.00,8,179,
65.94,1,184,
189.00,13,28793,
15.25,1,731,
17.15,1,91,
52.68,1,183,
0.00,17,92,
0.00,17,97,
0.00,6,309,
79.00,3,187,
49.40,12,91,
199.00,1,28766,
199.00,11,28766,
0.00,20,92,
179.00,1,731,
0.00,15,91,
105.35,9,183,
44.30,1,183,
0.00,8,91,
0.00,2,365,
86.97,1,365,
39.57,1,92,
112.05,15,730,
0.00,15,92,
0.00,4,316,
0.00,18,337,
10.45,5,731,
0.00,13,368,
189.00,4,28799,
0.00,1,90,
71.94,2,184,
120.00,21,734,
0.00,8,92,
0.00,10,183,
0.00,5,369,
0.00,18,90,
35.97,7,92,
65.94,25,183,
38.24,1,91,
358.00,1,34,
0.00,20,365,
179.00,13,777,
0.00,17,309,
0.00,8,182,
199.00,1,28793,
79.00,6,183,
124.76,3,406,
199.00,3,28766,
114.09,1,184,
0.00,1,92,
0.00,11,368,
199.00,17,28772,
0.00,4,289,
0.00,8,182,
0.00,4,92,
189.00,1,28796,
162.99,3,28773,
0.00,10,409,
0.00,5,98,
0.00,6,181,
35.97,45,274,
9.54,14,731,
0.00,20,184,
0.00,7,28777,
0.00,15,28767,
35.97,1,95,
0.00,16,185,
0.00,6,91,
0.00,3,155,
0.00,38,382,
0.00,16,92,
0.00,1,731,
0.00,1,135,
0.00,12,91,
0.00,62,185,
0.00,1,28781,
0.00,11,92,
0.00,28,28777,
0.00,18,182,
0.00,47,188,
0.00,15,100,
0.00,1,365,
200.39,4,365,
0.00,40,182,
79.00,4,365,
0.00,19,296,
189.00,13,28803,
0.00,24,323,
0.00,8,92,
0.00,20,28846,
79.00,4,277,
0.00,22,35,
0.00,1,731,
0.00,17,368,
39.00,35,95,
0.00,6,274,
0.00,8,92,
90.74,9,182,
0.00,12,365,
216.66,7,28797,
194.89,1,366,
0.00,4,365,
23.95,9,244,
53.60,1,183,
199.00,7,28786,
0.00,3,185,
0.00,19,365,
199.00,1,28773,
0.00,5,90,
17.33,8,184,
0.00,24,92,
65.94,13,182,
0.00,1,91,
0.00,23,330,
0.00,28,379,
0.00,20,271,
0.00,1,368,
35.97,15,186,
0.00,25,273,
33.40,1,212,
199.00,3,28774,
0.00,1,29220,
0.00,18,28887,
119.00,26,365,
0.00,15,180,
79.00,1,338,
0.00,10,92,
238.20,1,28865,
0.00,3,28788,
79.00,1,275,
0.00,9,324,
0.00,15,91,
0.00,7,368,
0.00,9,92,
0.00,32,92,
58.41,1,182,
49.00,23,28982,
0.00,35,731,
0.00,4,181,
49.00,16,29053,
0.00,6,181,
0.00,17,276,
45.05,3,274,
0.00,7,368,
0.00,19,182,
0.00,11,455,
199.00,27,28773,
0.00,9,29216,
14.00,29,244,
199.00,1,28776,
0.00,4,368,
17.15,9,89,
119.00,4,367,
212.13,13,28766,
0.00,13,30,
10.45,16,731,
0.00,12,365,
35.97,11,96,
39.00,9,95,
0.00,1,548,
0.00,39,92,
0.00,4,365,
0.00,8,316,
0.00,3,365,
0.00,8,92,
0.00,2,179,
0.00,23,92,
0.00,15,275,
129.23,23,366,
0.00,60,184,
0.00,3,330,
0.00,28,183,
35.97,8,547,
79.00,10,273,
37.05,1,92,
0.00,14,365,
0.00,4,92,
0.00,11,365,
205.83,8,28770,
0.00,10,89,
195.22,22,28787,
27.58,1,337,
189.00,6,28799,
199.00,13,28791,
0.00,4,92,
0.00,13,182,
95.88,24,366,
0.00,4,1096,
79.00,11,92,
35.97,25,393,
35.97,20,183,
0.00,3,731,
189.00,9,28805,
0.00,1,93,
194.66,5,28883,
0.00,5,28785,
0.00,1,92,
0.00,5,91,
0.00,4,366,
35.97,8,108,
0.00,24,183,
35.97,1,182,
0.00,7,365,
0.00,25,92,
189.00,9,28803,
189.00,12,28806,
0.00,1,547,
0.00,5,92,
79.00,10,457,
0.00,24,29082,
0.00,20,183,
0.00,24,182,
131.02,18,183,
0.00,26,369,
0.00,9,90,
199.00,1,28788,
0.00,17,93,
0.00,20,91,
0.00,3,181,
12.60,8,425,
189.00,16,28806,
0.00,13,330,
0.00,22,365,
0.00,4,368,
30.88,33,92,
10.45,21,731,
0.00,14,91,
0.00,7,91,
10.45,23,731,
65.94,11,184,
65.94,27,184,
0.00,39,28788,
0.00,7,188,
48.01,9,90,
0.00,3,369,
0.00,17,182,
0.00,8,89,
143.76,14,730,
0.00,15,91,
0.00,20,192,
0.00,21,92,
35.97,9,182,
0.00,12,277,
0.00,4,368,
0.00,2,28775,
95.88,24,365,
0.00,10,92,
0.00,12,365,
0.00,2,380,
199.00,1,28797,
0.00,24,365,
0.00,3,182,
0.00,26,28777,
0.00,25,28773,
35.97,24,92,
79.00,14,273,
38.22,12,92,
0.00,49,92,
0.00,10,90,
0.00,3,366,
0.00,12,92,
0.00,3,92,
0.00,16,92,
216.66,1,28775,
35.97,12,91,
35.97,11,627,
0.00,7,365,
0.00,6,92,
35.97,13,92,
0.00,8,182,
179.00,1,28850,
0.00,7,368,
0.00,10,365,
0.00,18,91,
0.00,13,365,
0.00,10,731,
0.00,1,365,
0.00,8,365,
0.00,21,182,
0.00,10,92,
56.08,22,183,
0.00,9,28786,
0.00,8,92,
0.00,1,92,
34.01,15,274,
199.00,16,28779,
41.34,1,275,
79.00,6,277,
53.60,15,102,
79.00,1,191,
0.00,7,92,
65.94,9,366,
0.00,24,92,
0.00,5,731,
199.00,3,28773,
35.97,4,90,
0.00,33,92,
0.00,17,92,
119.00,6,549,
0.00,1,369,
216.66,13,28781,
0.00,11,734,
216.16,16,28792,
19.95,1,31,
0.00,18,277,
199.00,10,28778,
0.00,2,181,
162.99,1,28768,
35.97,20,457,
0.00,18,92,
79.00,3,276,
119.00,10,365,
108.30,12,95,
35.97,15,91,
35.97,6,183,
79.00,9,275,
0.00,5,92,
0.00,1,365,
35.97,4,368,
211.44,3,28778,
199.00,7,28769,
0.00,3,92,
199.00,12,28785,
0.00,14,28787,
39.00,17,96,
0.00,1,29172,
0.00,4,95,
208.38,9,28773,
0.00,2,365,
199.00,16,28779,
43.23,12,99,
39.16,1,91,
0.00,10,182,
0.00,2,365,
376.83,8,28767,
0.00,6,184,
0.00,1,456,
199.00,1,28792,
189.00,8,28794,
39.60,24,95,
0.00,1,92,
0.00,17,92,
0.00,8,212,
119.00,10,366,
35.97,1,274,
0.00,22,221,
208.95,1,28779,
65.94,5,184,
0.00,23,276,
0.00,9,92,
0.00,24,91,
58.41,29,182,
0.00,19,331,
0.00,4,365,
0.00,15,366,
0.00,15,90,
0.00,4,92,
79.00,26,278,
0.00,3,182,
38.13,1,92,
0.00,3,181,
0.00,19,92,
0.00,14,365,
0.00,15,365,
0.00,9,92,
0.00,10,90,
0.00,1,184,
0.00,19,365,
0.00,1,181,
0.00,11,92,
199.00,1,28774,
0.00,1,368,
199.00,24,28775,
0.00,8,184,
212.93,16,28778,
0.00,1,59,
0.00,7,92,
0.00,1,368,
100.19,28,368,
0.00,15,366,
0.00,11,92,
0.00,21,92,
0.00,5,365,
0.00,7,182,
0.00,1,181,
39.00,1,91,
0.00,6,310,
0.00,10,92,
0.00,11,365,
35.97,9,369,
0.00,11,182,
199.00,1,28799,
95.88,8,365,
79.00,14,208,
0.00,4,92,
35.97,1,183,
189.00,15,28793,
0.00,1,92,
79.00,1,275,
0.00,7,354,
0.00,1,92,
65.94,1,183,
0.00,1,183,
0.00,17,365,
119.08,1,182,
105.47,1,365,
51.46,3,184,
0.00,20,368,
81.50,17,184,
22.83,1,365,
39.07,6,200,
79.00,30,183,
216.66,7,28767,
0.00,13,182,
0.00,4,456,
104.39,1,365,
0.00,1,184,
0.00,12,397,
0.00,18,184,
0.00,4,365,
15.25,5,731,
0.00,10,368,
35.97,23,92,
35.97,1,274,
0.00,38,29086,
0.00,1,365,
189.00,10,28845,
35.97,4,95,
38.22,1,469,
95.88,28,365,
13.65,10,425,
0.00,12,92,
0.00,3,373,
0.00,26,344,
0.00,11,90,
37.05,1,93,
189.00,22,28803,
0.00,13,92,
35.97,11,113,
16.38,12,367,
0.00,12,212,
0.00,7,90,
0.00,16,28773,
0.00,5,366,
0.00,30,323,
35.97,13,90,
0.00,17,90,
0.00,24,183,
0.00,2,182,
0.00,6,365,
79.00,11,183,
199.00,1,28765,
0.00,4,368,
0.00,20,365,
39.00,14,95,
61.75,7,98,
9.54,1,731,
0.00,1,165,
0.00,6,365,
79.00,5,471,
119.10,8,365,
0.00,1,182,
0.00,12,242,
39.16,11,92,
209.20,1,28797,
0.00,1,91,
0.00,5,369,
0.00,5,91,
217.91,3,28776,
0.00,5,365,
199.00,15,28772,
0.00,4,183,
0.00,1,90,
0.00,9,330,
213.43,1,28778,
36.55,8,91,
0.00,28,186,
74.36,7,91,
72.54,1,365,
119.00,1,549,
79.00,6,547,
0.00,20,28794,
0.00,1,182,
0.00,5,331,
0.00,1,731,
0.00,1,92,
0.00,20,90,
119.10,8,365,
199.00,9,28767,
0.00,1,90,
35.97,1,92,
0.00,3,368,
0.00,8,365,
0.00,25,288,
35.97,7,92,
0.00,1,457,
0.00,14,182,
35.97,9,91,
0.00,3,368,
51.46,1,183,
0.00,25,183,
0.00,2,365,
0.00,14,28778,
35.97,7,455,
0.00,4,366,
189.00,24,28800,
0.00,18,92,
199.00,3,28771,
0.00,17,320,
0.00,1,366,
39.00,1,91,
200.34,3,28795,
0.00,1,28769,
38.34,16,92,
189.05,11,28773,
35.97,26,96,
0.00,9,92,
0.00,11,324,
0.00,19,285,
119.00,7,547,
0.00,16,337,
0.00,10,92,
228.69,1,28801,
211.54,16,28773,
49.00,1,29000,
0.00,10,365,
0.00,11,368,
0.00,12,156,
39.00,1,289,
0.00,27,182,
199.00,12,28771,
199.00,1,28771,
0.00,6,366,
199.00,9,28765,
35.97,1,92,
119.00,1,366,
0.00,1,29224,
79.00,28,365,
0.00,21,182,
35.97,39,92,
0.00,5,365,
79.00,12,274,
54.15,38,92,
79.00,19,275,
0.00,18,91,
189.00,8,28805,
0.00,33,183,
17.15,1,91,
53.60,13,92,
0.00,7,365,
0.00,18,366,
0.00,8,365,
199.00,1,28765,
0.00,9,91,
79.00,1,183,
79.00,10,457,
17.15,1,121,
0.00,1,365,
0.00,5,368,
119.00,28,389,
0.00,4,368,
0.00,6,365,
0.00,26,182,
0.00,32,28963,
0.00,24,92,
189.00,1,28787,
0.00,10,184,
189.00,5,28802,
299.00,8,28792,
199.00,6,28768,
