PurchaseAmountUSD,NumberofEngagements,SubscriptionDuration,
30.88,46,92,
0.00,46,93,
35.97,19,458,
0.00,55,92,
35.97,21,366,
0.00,65,184,
0.00,34,92,
0.00,668,307,
0.00,45,103,
38.96,53,92,
19.99,156,557,
0.00,56,258,
199.00,46,28775,
10.45,270,731,
79.00,455,182,
0.00,16,28777,
79.00,310,456,
0.00,1,29202,
81.50,408,276,
0.00,101,366,
41.73,23,91,
64.54,161,91,
0.00,23,92,
0.00,15,28794,
42.66,34,278,
109.00,159,182,
0.00,66,344,
35.97,38,95,
95.88,24,365,
79.00,23,366,
33.40,141,278,
95.88,24,365,
0.00,28,280,
13.65,1,305,
35.97,80,99,
0.00,85,366,
17.15,20,120,
0.00,63,181,
19.99,21,31,
0.00,407,738,
0.00,33,184,
0.00,58,51,
0.00,368,547,
0.00,11,187,
0.00,46,227,
35.97,63,92,
0.00,43,91,
89.00,124,731,
27.58,21,212,
35.97,58,91,
124.77,113,28859,
0.00,268,188,
162.99,1168,28884,
0.00,23,92,
0.00,60,396,
0.00,60,365,
0.00,16,184,
0.00,130,92,
30.33,49,92,
0.00,39,92,
0.00,22,368,
0.00,75,281,
79.00,23,202,
0.00,11,295,
199.00,51,28773,
0.00,4,92,
0.00,405,230,
0.00,62,526,
79.00,1,184,
35.97,83,183,
0.00,8,310,
22.83,1,366,
69.32,26,182,
0.00,19,181,
0.00,119,373,
0.00,17,92,
0.00,41,91,
0.00,47,368,
0.00,50,581,
0.00,414,731,
9.54,236,761,
217.51,1,28780,
0.00,9,428,
0.00,21,193,
0.00,63,214,
0.00,51,91,
0.00,9,92,
0.00,95,183,
0.00,76,54,
199.00,13,28767,
35.97,204,183,
35.97,204,183,
31.51,93,182,
39.00,163,95,
249.00,11,28780,
0.00,174,183,
0.00,70,317,
35.97,30,92,
0.00,53,324,
0.00,12,92,
0.00,129,366,
100.19,31,761,
35.97,87,92,
199.00,13,28768,
0.00,76,302,
108.30,64,28917,
0.00,72,303,
0.00,86,309,
199.00,43,28787,
0.00,34,90,
35.97,7,182,
104.39,51,365,
0.00,26,296,
35.97,11,458,
0.00,40,366,
0.00,265,731,
0.00,18,181,
10.45,452,731,
34.17,100,92,
208.95,112,28804,
22.27,37,366,
0.00,53,183,
0.00,271,549,
53.60,44,92,
0.00,13,365,
0.00,75,184,
0.00,69,29185,
202.70,78,28789,
0.00,12,365,
0.00,31,365,
10.45,185,731,
0.00,62,182,
0.00,24,366,
0.00,16,91,
189.00,228,28943,
0.00,52,368,
0.00,21,366,
0.00,95,365,
13.91,161,365,
0.00,324,273,
0.00,4,95,
0.00,97,316,
0.00,151,297,
0.00,155,337,
0.00,155,337,
0.00,12,374,
0.00,22,181,
179.00,32,366,
200.91,16,28794,
0.00,16,91,
0.00,244,183,
0.00,172,365,
0.00,33,92,
35.97,8,96,
0.00,127,94,
207.84,30,28765,
0.00,205,458,
120.33,4,28768,
0.00,32,29312,
189.00,138,28801,
189.00,138,28801,
0.00,220,731,
0.00,70,310,
189.00,33,28801,
239.00,118,917,
0.00,61,94,
0.00,247,28772,
35.97,38,92,
0.00,618,547,
119.00,7,547,
0.00,164,366,
38.49,318,208,
0.00,161,274,
0.00,122,300,
0.00,82,92,
39.00,151,465,
0.00,61,366,
179.00,38,731,
39.00,18,95,
0.00,109,295,
0.00,234,91,
0.00,7,368,
0.00,273,29080,
0.00,16,365,
0.00,353,183,
65.94,15,184,
0.00,232,731,
0.00,35,181,
35.97,30,95,
0.00,75,309,
0.00,47,190,
0.00,22,227,
26.80,117,112,
0.00,40,274,
0.00,6,568,
0.00,60,458,
0.00,144,164,
0.00,43,455,
0.00,78,92,
35.97,30,185,
199.00,27,28812,
0.00,4,89,
35.97,130,95,
214.92,147,28765,
0.00,118,92,
43.32,85,92,
36.55,26,91,
0.00,41,350,
0.00,17,186,
0.00,18,28772,
0.00,178,29140,
0.00,9,366,
131.97,58,731,
0.00,113,182,
28.05,18,306,
32.37,76,95,
78.52,31,369,
35.97,60,90,
189.00,61,28799,
211.64,42,28774,
0.00,128,383,
0.00,14,369,
0.00,97,28778,
0.00,251,731,
0.00,7,28778,
0.00,354,547,
0.00,122,91,
0.00,28,183,
35.97,51,92,
0.00,192,341,
0.00,10,368,
0.00,175,312,
79.00,7,277,
170.10,30,28805,
0.00,98,97,
10.45,8,731,
35.97,28,458,
35.97,28,458,
0.00,52,184,
0.00,71,183,
0.00,422,366,
0.00,1,410,
0.00,83,338,
0.00,72,274,
0.00,41,336,
0.00,157,316,
0.00,38,28790,
0.00,33,448,
0.00,1,369,
0.00,9,92,
64.98,275,92,
35.97,75,92,
38.67,61,92,
201.47,17,28806,
0.00,34,28780,
0.00,127,369,
143.76,99,731,
0.00,28,226,
0.00,33,182,
0.00,9,289,
0.00,14,91,
0.00,16,295,
37.05,33,97,
89.00,59,731,
67.30,40,373,
0.00,103,316,
0.00,114,243,
119.00,99,366,
65.94,99,450,
35.97,49,183,
0.00,158,92,
0.00,108,182,
199.00,18,28791,
0.00,138,91,
189.00,15,28777,
27.58,160,214,
109.00,176,182,
0.00,79,91,
199.00,20,28790,
0.00,18,324,
0.00,23,61,
79.00,78,92,
0.00,20,366,
0.00,24,92,
0.00,6,271,
9.54,638,731,
0.00,61,368,
0.00,39,369,
0.00,22,89,
0.00,18,368,
0.00,1,30,
65.94,39,366,
0.00,64,547,
217.31,28,28798,
143.08,86,184,
97.54,51,28839,
97.54,51,28839,
239.00,18,731,
0.00,153,767,
0.00,28,91,
0.00,155,28771,
38.13,65,90,
0.00,194,365,
35.97,122,92,
35.97,8,96,
0.00,17,97,
0.00,150,232,
21.39,13,31,
18.39,191,456,
0.00,22,368,
8.41,18,547,
0.00,61,96,
30.88,13,92,
0.00,60,29224,
65.94,96,194,
35.97,1,92,
79.00,39,282,
0.00,17,92,
0.00,114,170,
0.00,20,365,
0.00,9,330,
0.00,151,317,
0.00,141,366,
0.00,166,28984,
39.00,21,97,
0.00,22,338,
39.00,152,263,
0.00,78,181,
0.00,2,365,
48.68,61,366,
0.00,17,289,
0.00,55,273,
0.00,115,234,
0.00,30,181,
0.00,93,365,
0.00,93,365,
79.00,252,183,
0.00,241,170,
79.00,85,275,
35.97,277,183,
0.00,23,90,
95.88,61,366,
112.17,47,183,
0.00,657,366,
0.00,200,92,
0.00,92,457,
0.00,109,92,
0.00,167,807,
0.00,270,365,
35.97,43,96,
0.00,197,92,
0.00,131,182,
0.00,109,366,
0.00,93,547,
0.00,342,28776,
0.00,143,92,
0.00,31,92,
0.00,14,123,
119.00,32,184,
0.00,53,92,
10.45,303,731,
0.00,106,571,
0.00,22,92,
0.00,138,28876,
0.00,36,284,
0.00,1,91,
0.00,16,91,
0.00,23,296,
0.00,14,183,
0.00,108,275,
79.00,45,338,
0.00,248,28784,
119.76,55,731,
0.00,128,182,
0.00,54,184,
124.77,149,369,
0.00,113,95,
0.00,30,183,
0.00,25,338,
0.00,14,366,
79.00,188,274,
0.00,66,274,
44.30,59,183,
0.00,49,548,
35.97,177,277,
67.30,77,183,
208.38,2,28787,
200.34,369,28798,
143.76,1,731,
0.00,20,182,
13.65,85,246,
0.00,350,458,
35.97,17,137,
35.97,48,188,
0.00,22,92,
199.00,58,28788,
199.00,38,28775,
119.00,43,366,
0.00,73,134,
211.94,40,28786,
0.00,26,364,
0.00,26,364,
189.00,84,28802,
0.00,150,366,
0.00,19,28788,
199.00,39,28833,
65.94,101,366,
0.00,55,96,
0.00,39,28784,
0.00,16,391,
38.13,37,91,
31.72,30,91,
0.00,24,92,
205.30,40,28794,
35.97,53,182,
0.00,205,90,
0.00,17,365,
0.00,6,181,
189.00,56,28805,
0.00,151,351,
0.00,14,28768,
199.00,34,28804,
0.00,29,274,
199.00,18,28777,
199.00,18,28777,
0.00,108,92,
199.00,5,28785,
13.91,52,366,
0.00,76,288,
35.97,26,92,
0.00,7,193,
35.97,90,92,
10.45,130,731,
119.00,97,366,
38.22,20,90,
0.00,276,92,
35.97,17,182,
0.00,170,369,
0.00,14,92,
199.00,352,28797,
10.45,47,731,
9.54,185,731,
0.00,192,183,
0.00,15,28768,
0.00,79,365,
41.59,6,243,
41.83,31,95,
38.34,96,182,
0.00,4,243,
189.00,82,28801,
0.00,94,115,
13.65,56,153,
124.77,82,185,
0.00,34,92,
79.00,20,276,
65.94,1,184,
0.00,325,274,
0.00,149,366,
79.00,11,183,
0.00,77,145,
0.00,70,731,
0.00,2,368,
0.00,29,383,
79.00,48,187,
13.91,12,366,
0.00,16,365,
0.00,23,365,
199.00,77,28790,
0.00,163,241,
0.00,124,366,
79.00,325,273,
0.00,63,303,
0.00,85,365,
0.00,23,337,
10.45,11,731,
211.44,17,28772,
0.00,94,92,
0.00,277,182,
0.00,359,458,
0.00,29,29258,
0.00,91,182,
0.00,1,365,
0.00,35,91,
10.45,81,731,
0.00,39,182,
0.00,49,92,
219.10,16,28795,
0.00,114,89,
35.97,22,102,
0.00,38,366,
0.00,570,173,
0.00,59,289,
0.00,54,92,
0.00,6,92,
0.00,53,92,
79.00,323,274,
208.38,4,28793,
199.00,92,28802,
199.00,11,28766,
0.00,22,317,
0.00,1,368,
0.00,69,61,
0.00,19,368,
0.00,197,98,
0.00,214,384,
0.00,13,184,
0.00,30,92,
0.00,157,550,
35.97,110,277,
0.00,37,38,
38.40,1,92,
0.00,25,366,
0.00,260,699,
58.41,185,186,
0.00,21,28785,
0.00,9,365,
0.00,30,370,
75.81,1,91,
0.00,48,184,
0.00,30,183,
0.00,66,107,
79.00,22,184,
65.94,33,184,
0.00,229,184,
95.88,21,365,
0.00,123,369,
0.00,77,316,
199.00,14,28794,
0.00,184,175,
38.13,102,94,
0.00,26,368,
79.00,62,274,
70.06,49,182,
199.00,254,28835,
0.00,50,92,
0.00,58,182,
0.00,38,369,
0.00,44,90,
0.00,9,101,
45.05,229,283,
0.00,11,92,
301.21,12,730,
0.00,92,731,
211.54,13,28767,
0.00,20,223,
0.00,31,92,
35.97,35,235,
0.00,42,366,
0.00,17,92,
79.00,147,183,
35.97,359,92,
42.66,70,91,
0.00,14,28765,
39.00,62,95,
0.00,36,92,
0.00,2,92,
0.00,111,183,
0.00,51,92,
0.00,8,181,
0.00,14,181,
0.00,13,92,
0.00,23,92,
204.69,27,28801,
45.94,63,93,
0.00,47,95,
0.00,37,92,
35.97,15,147,
0.00,33,182,
0.00,27,288,
0.00,56,186,
100.19,335,685,
0.00,49,331,
0.00,14,92,
194.32,7,28768,
75.48,669,659,
0.00,7,92,
35.97,1,92,
0.00,7,92,
0.00,8,29218,
99.00,38,780,
199.00,114,28802,
0.00,61,242,
38.99,51,99,
0.00,35,547,
17.93,263,458,
54.54,214,205,
119.00,97,182,
0.00,34,92,
103.95,287,366,
0.00,77,457,
143.76,25,731,
0.00,53,92,
162.99,26,28775,
79.00,33,187,
69.00,88,182,
51.46,198,274,
39.00,144,490,
65.94,150,189,
65.94,6,182,
0.00,5,182,
35.97,62,165,
21.44,69,91,
0.00,33,92,
0.00,30,288,
35.97,81,457,
39.00,11,91,
0.00,67,126,
0.00,129,458,
0.00,49,92,
0.00,40,29124,
0.00,270,731,
114.10,1,365,
0.00,49,560,
0.00,7,92,
189.00,97,28803,
225.59,66,28936,
35.97,18,274,
199.00,28,28777,
0.00,14,183,
200.91,68,28803,
202.23,6,28803,
199.00,20,28801,
0.00,127,29099,
0.00,121,508,
10.45,132,731,
79.00,14,277,
0.00,43,547,
86.96,23,366,
0.00,34,91,
0.00,38,184,
124.77,80,28895,
0.00,275,366,
0.00,83,366,
212.13,1,28765,
35.97,151,92,
0.00,11,184,
0.00,29,91,
35.97,89,92,
0.00,1,90,
0.00,45,92,
0.00,103,302,
49.15,17,91,
0.00,8,28790,
35.97,98,301,
0.00,25,92,
0.00,125,136,
42.66,64,186,
0.00,26,183,
179.00,9,731,
0.00,52,330,
212.13,44,28937,
0.00,6,28774,
0.00,17,92,
0.00,20,385,
35.97,142,96,
0.00,60,92,
0.00,96,323,
0.00,66,398,
33.99,13,274,
0.00,29,368,
32.58,42,184,
0.00,21,29177,
0.00,30,302,
0.00,55,92,
0.00,21,183,
199.00,24,28777,
0.00,170,169,
0.00,37,184,
0.00,40,337,
210.94,36,28791,
0.00,70,153,
0.00,205,344,
0.00,54,183,
0.00,97,365,
49.00,16,28984,
0.00,133,365,
199.00,16,28773,
199.00,16,28773,
0.00,28,365,
0.00,15,92,
0.00,120,92,
0.00,36,368,
0.00,107,29091,
27.35,17,240,
0.00,52,91,
10.45,128,820,
0.00,15,102,
0.00,15,102,
0.00,10,365,
37.95,60,90,
0.00,16,28797,
0.00,41,282,
108.30,20,91,
65.94,18,184,
0.00,20,274,
188.06,47,28775,
0.00,51,187,
0.00,429,308,
33.99,13,182,
0.00,167,349,
0.00,1,277,
79.00,30,184,
0.00,63,92,
0.00,96,97,
0.00,43,330,
0.00,130,351,
0.00,186,184,
0.00,239,274,
189.00,70,28888,
18.39,201,517,
119.00,1,370,
37.05,27,95,
0.00,686,274,
38.13,60,182,
249.00,74,28781,
0.00,58,288,
35.97,30,91,
0.00,380,255,
0.00,54,182,
215.12,16,28781,
0.00,24,28791,
0.00,47,392,
0.00,1,181,
0.00,92,28787,
0.00,6,289,
0.00,15,365,
61.75,31,173,
0.00,113,323,
0.00,37,92,
0.00,12,92,
0.00,24,317,
95.88,54,365,
143.76,56,730,
189.00,114,28795,
0.00,44,368,
39.00,17,92,
0.00,137,97,
0.00,44,278,
199.00,74,28797,
79.00,104,183,
79.00,93,190,
0.00,126,731,
199.00,76,28802,
0.00,24,96,
0.00,21,316,
19.99,62,92,
0.00,85,196,
0.00,132,344,
0.00,93,28816,
195.81,84,28935,
42.66,352,186,
0.00,390,457,
0.00,56,176,
35.97,189,96,
189.00,58,28818,
189.00,58,28818,
0.00,32,370,
0.00,47,92,
199.00,89,29042,
119.00,5,567,
64.46,50,366,
39.00,263,95,
37.91,17,90,
10.45,167,731,
0.00,153,367,
0.00,46,92,
0.00,10,365,
0.00,9,91,
0.00,50,92,
143.76,71,731,
0.00,31,92,
0.00,143,366,
65.94,100,182,
0.00,158,316,
0.00,57,92,
0.00,14,338,
39.00,21,94,
0.00,116,184,
95.88,1,365,
13.65,28,519,
143.76,26,730,
0.00,66,183,
0.00,45,365,
199.00,6,28766,
0.00,174,183,
70.06,21,183,
0.00,17,92,
0.00,244,357,
199.00,18,28772,
0.00,53,184,
0.00,72,419,
0.00,280,198,
0.00,86,90,
0.00,43,368,
35.97,217,93,
10.45,135,731,
211.44,59,28829,
0.00,23,28793,
0.00,119,184,
89.00,19,366,
0.00,390,317,
0.00,37,91,
0.00,43,92,
69.90,14,182,
0.00,66,182,
0.00,26,274,
70.29,125,184,
210.94,26,28780,
189.00,118,28787,
0.00,41,365,
10.45,114,731,
0.00,165,274,
0.00,67,226,
0.00,64,337,
0.00,179,458,
0.00,3,91,
0.00,10,316,
79.00,5,99,
0.00,169,366,
199.00,23,28771,
0.00,332,28777,
0.00,25,368,
0.00,1,368,
79.00,245,210,
0.00,88,92,
0.00,28,95,
0.00,201,365,
9.54,26,731,
0.00,38,365,
26.17,141,90,
0.00,29,365,
0.00,46,216,
201.00,71,28804,
119.00,6,366,
0.00,111,184,
64.98,91,91,
0.00,42,309,
37.81,43,92,
0.00,44,288,
0.00,29,92,
0.00,41,316,
74.36,21,91,
0.00,214,303,
17.15,21,92,
199.00,113,28787,
13.91,16,365,
79.00,85,443,
0.00,174,184,
0.00,25,29137,
30.88,16,95,
0.00,18,29233,
0.00,34,92,
0.00,20,368,
18.39,245,398,
0.00,71,186,
0.00,26,365,
0.00,80,275,
0.00,19,28780,
48.68,121,369,
0.00,8,366,
0.00,22,368,
39.00,24,187,
42.29,171,92,
0.00,15,91,
0.00,160,182,
38.13,23,90,
0.00,73,183,
0.00,215,181,
0.00,57,242,
0.00,22,91,
29.99,131,187,
0.00,20,92,
378.00,27,28880,
38.85,6,95,
189.00,41,28801,
35.97,82,424,
0.00,24,28777,
35.97,93,182,
0.00,51,731,
64.54,66,104,
13.91,6,366,
0.00,76,281,
0.00,27,91,
39.16,154,369,
15.25,141,731,
79.00,105,371,
0.00,161,223,
0.00,39,29122,
42.61,30,95,
0.00,69,370,
38.22,22,92,
0.00,112,365,
0.00,51,184,
199.00,37,28792,
199.00,37,28792,
32.37,40,94,
0.00,19,29035,
0.00,46,92,
0.00,123,366,
0.00,26,183,
37.52,32,106,
0.00,15,92,
0.00,148,276,
109.00,404,731,
38.13,118,90,
0.00,191,183,
35.97,59,91,
0.00,23,182,
51.46,104,183,
126.14,24,366,
0.00,25,282,
35.97,125,96,
0.00,58,183,
0.00,16,92,
58.41,42,182,
0.00,86,182,
0.00,182,455,
0.00,96,317,
0.00,18,368,
71.81,18,183,
35.97,29,192,
0.00,30,92,
35.97,52,95,
0.00,144,182,
0.00,19,29085,
0.00,22,29147,
32.37,13,92,
0.00,109,366,
189.00,172,28790,
35.97,4,92,
23.95,41,30,
58.41,53,189,
35.97,189,369,
13.91,601,415,
19.99,126,111,
17.15,57,92,
199.00,38,28787,
0.00,8,366,
0.00,29,92,
10.45,38,731,
0.00,66,184,
0.00,31,28777,
0.00,60,276,
0.00,24,310,
35.97,179,366,
0.00,270,216,
0.00,23,92,
143.76,399,731,
35.97,5,639,
0.00,48,184,
38.34,15,100,
61.75,111,186,
119.00,66,366,
0.00,15,324,
13.65,25,489,
0.00,39,91,
0.00,39,456,
0.00,6,323,
0.00,23,365,
38.94,246,370,
0.00,26,91,
35.97,67,366,
39.00,4,95,
199.00,38,28782,
35.97,92,185,
0.00,89,183,
35.97,146,92,
0.00,371,28774,
79.00,471,275,
0.00,5,457,
0.00,42,295,
376.83,14,28769,
0.00,57,189,
0.00,54,183,
143.76,138,731,
79.00,52,190,
0.00,129,321,
0.00,132,365,
0.00,5,316,
0.00,94,302,
35.97,62,98,
0.00,10,182,
79.00,38,273,
0.00,212,185,
0.00,12,282,
79.00,43,183,
0.00,53,28779,
0.00,57,89,
0.00,86,153,
39.53,65,182,
199.00,9,28774,
38.34,17,92,
0.00,59,92,
250.80,36,29235,
0.00,20,365,
0.00,59,282,
189.00,78,28798,
9.54,28,731,
35.97,97,369,
65.94,57,184,
0.00,152,281,
95.90,58,366,
0.00,6,182,
0.00,52,309,
0.00,49,90,
0.00,180,91,
35.97,58,366,
0.00,37,351,
79.00,3,103,
35.97,97,102,
42.66,55,186,
0.00,81,366,
79.00,15,183,
0.00,18,303,
0.00,71,368,
9.54,176,731,
35.97,77,92,
0.00,149,28777,
162.99,78,28792,
0.00,5,365,
0.00,45,274,
67.30,143,182,
0.00,95,183,
0.00,51,368,
0.00,24,365,
39.00,77,91,
120.33,15,28768,
0.00,129,368,
0.00,51,366,
0.00,28,28773,
0.00,3,366,
119.00,78,366,
0.00,17,275,
0.00,13,344,
35.97,51,95,
145.20,46,998,
0.00,61,91,
0.00,106,92,
0.00,134,185,
0.00,102,365,
0.00,73,181,
0.00,173,366,
0.00,62,92,
38.06,101,92,
119.00,7,365,
30.88,8,95,
0.00,39,368,
218.40,25,28781,
0.00,21,182,
0.00,147,364,
216.51,54,28820,
79.00,50,276,
119.00,64,184,
0.00,109,282,
35.97,22,366,
79.00,137,363,
65.94,20,366,
189.00,32,28786,
0.00,56,90,
119.00,75,366,
0.00,19,92,
0.00,72,182,
199.00,25,28801,
0.00,244,365,
65.94,68,182,
0.00,49,547,
0.00,4,365,
0.00,38,28841,
79.00,25,183,
39.00,6,95,
0.00,9,365,
0.00,42,182,
0.00,92,28793,
35.97,73,277,
0.00,42,1096,
0.00,3,368,
0.00,45,366,
0.00,40,28867,
199.00,1,28794,
0.00,5,365,
0.00,75,366,
0.00,62,92,
64.54,82,185,
0.00,36,302,
35.97,1,91,
0.00,53,29105,
0.00,356,369,
0.00,75,639,
97.36,50,187,
202.23,23,28794,
15.25,20,366,
0.00,16,183,
0.00,101,206,
0.00,282,372,
0.00,85,368,
0.00,85,368,
48.68,46,183,
0.00,38,331,
0.00,15,181,
0.00,399,92,
35.97,36,92,
79.00,5,278,
79.00,16,184,
0.00,7,181,
119.00,17,547,
0.00,17,91,
0.00,142,182,
35.97,91,351,
0.00,26,183,
169.00,286,731,
35.97,46,369,
13.65,1,182,
9.54,83,731,
0.00,281,731,
0.00,79,365,
0.00,113,181,
10.45,244,731,
65.94,21,184,
103.37,72,195,
35.97,37,116,
0.00,260,182,
0.00,32,273,
0.00,7,92,
199.00,51,28865,
0.00,14,28766,
211.54,1,28782,
65.94,166,182,
0.00,44,303,
212.13,17,28790,
0.00,77,91,
0.00,27,365,
0.00,1,365,
19.99,182,595,
35.97,31,92,
119.00,40,366,
0.00,319,370,
17.15,13,92,
0.00,3,427,
129.38,41,731,
0.00,74,28953,
0.00,54,366,
0.00,65,330,
0.00,6,92,
0.00,71,366,
119.88,7,366,
0.00,15,368,
0.00,52,92,
54.15,36,184,
41.48,63,95,
0.00,14,548,
0.00,196,274,
0.00,7,365,
162.99,11,28768,
0.00,3,182,
0.00,76,91,
143.88,20,183,
151.24,117,734,
0.00,57,382,
0.00,42,109,
0.00,73,370,
42.66,52,90,
95.88,736,365,
0.00,230,731,
0.00,69,191,
189.00,49,28805,
199.00,31,28785,
189.00,93,28799,
0.00,61,210,
0.00,232,366,
0.00,22,28770,
0.00,95,218,
0.00,45,365,
0.00,89,366,
0.00,44,274,
0.00,53,119,
199.00,47,28778,
0.00,70,309,
31.51,70,182,
0.00,26,317,
0.00,309,28968,
0.00,56,183,
0.00,12,91,
0.00,11,365,
0.00,32,92,
71.81,34,366,
35.97,143,92,
0.00,142,368,
64.54,161,185,
0.00,7,262,
35.97,91,164,
199.00,6,28768,
0.00,139,92,
0.00,28,275,
35.97,1,92,
218.40,12,28783,
0.00,2,183,
38.94,73,366,
79.00,18,184,
210.94,24,28780,
0.00,2,365,
206.01,219,88,
0.00,24,28772,
149.50,35,731,
0.00,73,365,
189.00,95,28957,
0.00,131,183,
0.00,12,184,
0.00,41,90,
119.00,65,365,
0.00,206,339,
0.00,115,274,
0.00,62,91,
0.00,22,410,
199.00,24,28766,
0.00,68,234,
0.00,37,92,
26.80,26,182,
35.97,28,99,
0.00,162,365,
19.95,1,31,
0.00,30,324,
86.97,26,759,
0.00,96,181,
143.76,56,730,
0.00,49,236,
184.00,190,28814,
0.00,2,242,
0.00,8,457,
83.98,8,91,
79.00,85,184,
101.63,33,366,
0.00,46,378,
0.00,225,368,
0.00,62,92,
79.00,1,365,
79.00,96,184,
49.15,40,91,
15.25,151,731,
0.00,6,365,
0.00,41,183,
0.00,174,92,
35.97,33,203,
33.40,133,184,
0.00,33,29174,
0.00,111,28805,
39.07,36,117,
0.00,29,457,
0.00,22,28935,
236.81,10,28770,
199.00,14,28777,
199.00,39,28776,
39.00,74,91,
119.00,66,370,
65.94,84,183,
179.99,166,366,
0.00,126,184,
0.00,35,273,
38.13,20,95,
0.00,58,324,
0.00,8,368,
39.39,91,187,
0.00,1,187,
0.00,44,369,
0.00,267,183,
210.94,7,28788,
10.45,4,731,
0.00,23,90,
95.88,38,366,
48.68,70,185,
0.00,65,95,
0.00,37,323,
0.00,94,454,
39.00,64,102,
79.00,11,295,
0.00,19,90,
210.94,34,28857,
0.00,15,92,
35.97,39,458,
0.00,51,29074,
131.27,30,829,
41.57,38,221,
0.00,11,91,
199.00,243,28800,
0.00,40,90,
0.00,100,92,
216.66,84,28812,
0.00,27,28772,
0.00,7,90,
0.00,34,368,
0.00,30,92,
0.00,66,335,
0.00,12,183,
0.00,35,146,
0.00,140,281,
0.00,152,366,
36.55,10,92,
30.88,103,91,
65.94,50,182,
0.00,169,183,
71.79,89,184,
199.00,18,28802,
0.00,317,426,
0.00,183,183,
0.00,177,369,
0.00,22,309,
0.00,34,337,
65.94,86,436,
31.51,6,182,
0.00,3,397,
54.15,77,92,
117.93,251,365,
211.14,112,28891,
0.00,377,458,
0.00,96,282,
0.00,108,29260,
0.00,22,275,
0.00,22,182,
0.00,53,275,
0.00,32,92,
41.15,150,466,
199.00,15,28785,
189.00,63,28786,
180.82,24,28806,
33.99,96,366,
0.00,80,183,
0.00,40,372,
0.00,87,28769,
48.68,147,186,
35.97,17,472,
10.45,42,736,
224.91,52,28798,
70.06,103,444,
32.82,1,305,
0.00,13,184,
0.00,5,91,
0.00,45,183,
0.00,348,274,
189.00,39,28786,
148.17,75,731,
0.00,187,184,
0.00,167,365,
39.16,90,95,
0.00,23,92,
0.00,95,526,
114.10,24,365,
35.97,13,92,
212.93,33,28792,
0.00,14,368,
19.95,84,61,
0.00,38,302,
0.00,38,302,
189.00,60,28787,
0.00,51,183,
35.97,135,90,
0.00,1,184,
79.00,263,278,
0.00,78,28949,
0.00,13,366,
120.33,83,29032,
199.00,31,28795,
68.15,16,183,
199.00,61,28768,
0.00,88,92,
236.25,208,28802,
42.66,127,197,
0.00,22,90,
35.97,82,183,
0.00,31,92,
0.00,20,92,
204.83,24,28804,
35.97,32,91,
0.00,52,184,
0.00,30,28771,
79.00,29,215,
0.00,22,193,
0.00,57,92,
0.00,22,303,
0.00,2,365,
0.00,42,92,
0.00,70,182,
0.00,95,182,
0.00,337,280,
0.00,4,368,
0.00,268,397,
0.00,128,296,
22.83,43,366,
0.00,195,365,
81.50,41,184,
39.00,150,734,
0.00,41,28779,
0.00,225,29067,
0.00,48,366,
18.08,213,122,
35.97,58,186,
79.00,1,366,
0.00,1,181,
189.00,73,28807,
0.00,121,276,
151.24,11,730,
0.00,44,368,
100.19,19,365,
0.00,9,95,
0.00,22,91,
0.00,43,288,
0.00,123,184,
376.83,11,28784,
0.00,113,94,
0.00,28,28816,
0.00,59,92,
0.00,41,90,
239.52,128,743,
0.00,88,365,
0.00,37,1096,
0.00,12,92,
0.00,9,182,
39.30,25,92,
0.00,37,184,
39.00,97,94,
0.00,51,92,
0.00,54,262,
65.94,15,366,
35.97,13,109,
0.00,207,368,
199.00,1,28768,
0.00,44,33,
70.06,32,184,
119.10,186,190,
0.00,53,92,
0.00,177,183,
61.75,65,92,
0.00,31,548,
0.00,104,396,
0.00,98,312,
0.00,63,526,
0.00,3,368,
0.00,52,391,
39.60,5,91,
0.00,71,183,
0.00,89,29162,
199.00,10,28769,
143.76,75,731,
35.97,40,458,
0.00,339,294,
0.00,29,365,
0.00,162,368,
0.00,25,289,
95.88,56,366,
35.97,33,182,
199.96,18,28805,
0.00,96,95,
0.00,108,182,
118.67,76,182,
0.00,53,29130,
0.00,70,182,
189.00,1,28790,
27.58,59,183,
118.47,94,182,
0.00,51,288,
0.00,187,28978,
68.15,176,186,
0.00,49,184,
0.00,34,182,
199.00,28,28773,
199.00,71,28782,
0.00,96,366,
0.00,38,28794,
0.00,141,307,
0.00,35,91,
0.00,10,91,
65.94,100,182,
0.00,38,29133,
0.00,127,365,
118.14,21,184,
0.00,145,700,
199.00,1,28836,
0.00,101,365,
0.00,56,90,
189.00,82,28804,
0.00,2,396,
189.00,36,28799,
0.00,383,182,
0.00,46,92,
189.00,106,28793,
0.00,50,91,
0.00,36,365,
13.65,73,456,
0.00,202,274,
37.52,86,96,
56.08,78,182,
0.00,61,181,
0.00,367,469,
0.00,52,366,
0.00,7,92,
0.00,62,241,
79.00,84,183,
0.00,15,365,
37.52,91,95,
189.00,311,29032,
0.00,59,28783,
37.77,39,110,
0.00,73,225,
35.97,68,457,
49.40,21,104,
0.00,45,368,
0.00,7,184,
0.00,24,274,
0.00,131,181,
0.00,28,274,
0.00,141,225,
79.00,61,183,
35.97,37,458,
0.00,7,282,
0.00,10,365,
0.00,65,295,
0.00,66,182,
0.00,103,288,
12.60,125,455,
199.00,57,28771,
